olddrugname,cleandrugname
rituximab 1mg/250ml sodium chloride 0.9%,B cell
rituximab 330mg in 250ml sodium chloride 0.9%intra,B cell
rituximab 450mg in 500ml sodium chloride 0.9%,B cell
rituximab 500 mg/50ml solution for infusion vials,B cell
rituximab 500mg-50ml conc soln for inf(truxima)(1),B cell
rituximab 500mg-50ml conc soln inf(truxima)(1),B cell
rituximab 500mg-50ml conc soln inf. (truxima)(1),B cell
rituximab 500mg in sod chlor infusion bag (truxima),B cell
rituximab 500mg/350ml -,B cell
rituximab 500mg/50ml conc for soln for inf. (rixathon) 1,B cell
rituximab 500mg/50ml conc for soln for inf. (truxi,B cell
rituximab 500mg/50ml conc for soln for inf. (truxima),B cell
rituximab 500mg/50ml conc for soln for inf. (truxima)(1),B cell
rituximab 500mg/50ml conc for soln inf(truxima)(1),B cell
rituximab 500mg/50ml conc for soln inf. (truxima)(trx),B cell
rituximab 500mg/50ml conc for soln inf. truxima1,B cell
rituximab 500mg/50ml conc for soln truxima,B cell
rituximab 500mg/50ml conc soln inf. (truxima)(1),B cell
rituximab 500mg/50ml conc soln inf. truxima1,B cell
rituximab 500mg/50ml infusion (1 vial),B cell
rituximab 500mg/50ml infusion (1 vial),B cell
rituximab 500mg/50ml infusion (1 vial)(mabthera),B cell
rituximab 500mg/50ml infusion (1 vial)(truxima),B cell
rituximab 500mg/50ml infusion (mabthera) (1 vial),B cell
rituximab 500mg/50ml solution for infusion vials,B cell
rituximab 500mg/50ml solution for infusion vials,B cell
rituximab 500mg/50ml solution for infusion vials 1 vial,B cell
rituximab 501mg - 600mg nacl 500ml (ith),B cell
rituximab 50ml  (truxima),B cell
rituximab 50ml (truxima),B cell
rituximab 50ml~ 500mg in 50ml injection,B cell
rituximab 50ml~(truxima) 500mg in 50ml injection,B cell
rituximab 600mg in 500ml saline 0.9% inf (1),B cell
rituximab 600mg in 500ml sodium chloride 0.9% inf. (1),B cell
rituximab 600mg in 500ml sodium chloride 0.9% inf.db (1),B cell
rituximab 600mg in 560ml 0.9% nacl infusion (truxima),B cell
rituximab 600mg in 560ml sodium chloride 0.9%,B cell
rituximab 600mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
rituximab 600mg in sod chlor infusion bag (truxima),B cell
rituximab 600mg in sod chlor infusion bag (truxima)     ,B cell
rituximab 600mg/500ml infusion (1),B cell
rituximab 601mg - 700mg nacl 500ml (ith),B cell
rituximab 650mg in 500ml saline 0.9% inf (1),B cell
rituximab 650mg in sod chlor infusion bag (truxima),B cell
rituximab 650mg/500ml sod chlor 0.9% infusion (tru,B cell
rituximab 650mgsod chlor 0.9% infusion (truxima) 5,B cell
rituximab 700mg in 500ml saline 0.9% inf (1),B cell
rituximab 700mg in 500ml sodium chloride 0.9% inf. (1),B cell
rituximab 700mg in 570ml 0.9% nacl infusion (truxima),B cell
rituximab 700mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
"rituximab 700mg ivb (baxter, 1 dose) (rixathon«)",B cell
rituximab 700mg/500ml in sodium chloride 0.9% (truxima),B cell
rituximab 700mg/500ml in!sodium chloride 0.9%!(truxima),B cell
rituximab 700mg/500ml in!sodium chloride 0.9%!(truxima) ,B cell
rituximab 700mg/500ml infusion (1),B cell
rituximab 715mg/500ml infusion,B cell
rituximab 750mg/500ml infusion (1),B cell
rituximab 800mg in 500ml saline 0.9% inf (1),B cell
rituximab 800mg in 500ml sodium chloride 0.9%  int,B cell
rituximab 800mg in sod chlor infusion bag (truxima),B cell
"rituximab 800mg ivb (baxter, 1 dose) (rixathon«)",B cell
rituximab 800mg/500ml infusion,B cell
rituximab 900mg in sod chlor infusion bag (truxima),B cell
"rituximab 900mg ivb (baxter, 1 dose) (rixathon«)",B cell
rituximab biosimilar (truxima) 100 mg in 10ml intravenous injection,B cell
rituximab biosimilar (truxima) 500 mg in 50ml intravenous injection,B cell
rituximab biosimilar (truxima) 600 mg in 560ml sodium chloride 0.9% intravenous infusion,B cell
rituximab biosimilar (truxima) 700 mg in 570ml sodium chloride 0.9% intravenous infusion,B cell
rituximab biosimilar (truxima) 800 mg in 580ml sodium chloride 0.9% intravenous infusion,B cell
rituximab biosimilar (truxima) 900 mg in 590ml sodium chloride 0.9% intravenous infusion,B cell
rituximab in 0.9% sodium chloride (truxima),B cell
rituximab in sodium chloride 0.9%,B cell
rituximab in sodium chloride 0.9%,B cell
rituximab in sodium chloride 0.9% (fkld944) (mabth,B cell
rituximab in sodium chloride 0.9% (rixathon),B cell
rituximab in sodium chloride 0.9% (rixathon) speci,B cell
rituximab in sodium chloride 0.9% (truxima) 600 m,B cell
rituximab in sodium chloride 0.9% (truxima) 600 mg,B cell
rituximab in sodium chloride 0.9% (truxima) 700 m,B cell
rituximab in sodium chloride 0.9% (truxima) 700 mg,B cell
rituximab in sodium chloride 0.9% (truxima) 800 m,B cell
rituximab in sodium chloride 0.9% (truxima) 800 mg,B cell
rituximab in sodium chloride 0.9% fkl1110 (truxima,B cell
rituximab in sodium chloride 0.9% fkl1110(truxima),B cell
rituximab in sodium chloride 0.9%(truxima)  infusi,B cell
rituximab in sodium chloride 0.9%(truxima) infusio,B cell
rituximab infusion (mabthera)  infusion,B cell
rituximab infusion (truxima)  infusion,B cell
rituximab infusion in 250ml n/s (patient use),B cell
rituximab intravenous,B cell
rituximab iv,B cell
rituximab iv infusion,B cell
rituximab mabthera 100 mg injection vial,B cell
rituximab mabthera 1000 mg in 500ml nacl 0.9% infusion,B cell
rituximab mabthera 1000 mg in nacl 0.9% intravenous infusion,B cell
rituximab mabthera 1400 mg in 11.67ml subcutaneous injection,B cell
rituximab mabthera 1400 mg in 11.7ml subcutaneous injection,B cell
rituximab mabthera 1400 mg subcutaneous injection,B cell
rituximab mabthera 500 mg injection vial,B cell
rituximab mabthera 700 mg in nacl 0.9% intravenous infusion,B cell
rituximab mabthera 800 mg in nacl 0.9% intravenous infusion,B cell
rituximab rixathon,B cell
rituximab sc 1400 mg subcutaneous injection,B cell
rituximab subcutaneous,B cell
rituximab subcutaneous (mabthera),B cell
rituximab subcutaneous injection,B cell
rituximab subcutaneous injection asu product,B cell
rituximab truxima  1000mg/340ml nacl 0.9% bath asu,B cell
"rituximab truxima (civas), concentrate for solution for infusion,500mg/50ml,vial,1 vial(s)",B cell
rituximab truxima 100 mg in 100ml nacl 0.9% intravenous infusion,B cell
rituximab truxima 100 mg injection vial,B cell
rituximab truxima 1000 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 1000 mg in 600 ml nacl 0.9% intravenous infusion,B cell
rituximab truxima 1000mg/340ml nacl 0.9% bath asu,B cell
rituximab truxima 1100 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 500 mg in 250ml nacl 0.9% infusion,B cell
rituximab truxima 500 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 500 mg injection vial,B cell
rituximab truxima 550 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 600 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 650 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 700 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 800 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima 900 mg in 500ml nacl 0.9% infusion,B cell
rituximab truxima in sodium chloride 0.9% 700 mg in 570ml intravenous infusion,B cell
rituximab truxima!100ml infusion,B cell
rituximab truxima!infusion,B cell
"rituximab truxima, concentrate for solution for infusion, 100mg/10ml, 10ml vial",B cell
"rituximab truxima, concentrate for solution for infusion,100mg/10ml,vial [2 vial(s)]",B cell
"rituximab truxima, concentrate for solution for infusion,500mg/50ml,vial [1 vial(s)]",B cell
rituximab variable# in 500mll sodium chloride 0.9%,B cell
rituximab with sodium chloride 0.9% (truxima),B cell
rituximab!(truxima)1000mg/500ml sodium chloride 0.,B cell
rituximab!(truxima)1000mg/500ml_cte,B cell
rituximab!(truxima)1000mg/500ml_ritux_cte,B cell
rituximab!(truxima)100mg/100ml sodium chloride 0.9,B cell
rituximab!(truxima)500mg/250ml sodium chloride 0.9,B cell
rituximab!(truxima)500mgsodium chloride 0.9%inf(1),B cell
rituximab!(truxima)800mgsodiumchloride0.9% infusio,B cell
rituximab!1000mg!in!0.9%!sodium!chloride!500ml,B cell
rituximab!100mg!in!0.9%!sodium!chloride!100ml,B cell
rituximab!100mg/10ml!conc for soln for inf. (truxima),B cell
rituximab!100mg/10ml!conc for soln for inf. (truxima)(2),B cell
rituximab!100mg/10ml!infusion,B cell
rituximab!100mg/10ml!infusion (1 vial)(free/trial),B cell
rituximab!100mg/10ml!infusion (2 vials),B cell
rituximab!100mg/10ml!infusion (mabthera)(trial stock),B cell
rituximab!100mg/10ml!injection,B cell
rituximab!1400mg in 11.7ml!injection (1 vial),B cell
rituximab!1400mg/11.7ml syr!injection,B cell
rituximab!1400mg/11.7ml!pre filled syringe (1 pfs),B cell
rituximab!1400mg/11.7ml!subcut. injection (mabthera) (1),B cell
rituximab!1400mg/11.7ml!subcutaneous vial,B cell
rituximab!500mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
rituximab!500mg!in!0.9%!sodium!chloride!250ml,B cell
rituximab!500mg/50ml!conc for soln for inf. (truxima),B cell
rituximab!500mg/50ml!conc for soln for inf. (truxima)(1),B cell
rituximab!500mg/50ml!infusion,B cell
rituximab!500mg/50ml!infusion (1 vial),B cell
rituximab!500mg/50ml!infusion (1 vial)(free/trial),B cell
rituximab!500mg/50ml!infusion (mabthera),B cell
rituximab!500mg/50ml!infusion (mabthera)(trial stock),B cell
rituximab!500mg/50ml!infusion (truxima) (1),B cell
rituximab!500mg/50ml!infusion_cte,B cell
rituximab!500mg/50ml!infusion_ritux_cte,B cell
rituximab!600mg in 500ml sodium chloride 0.9% infu,B cell
rituximab!600mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
rituximab!700mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
rituximab!700mg sodium chloride 0.9% infusion(1)50,B cell
rituximab!700mg/500ml sodium chloride 0.9% infusio,B cell
rituximab!800mg in sod chlor 0.9% iv inf 500ml (truxima),B cell
rituximab!800mg/500ml sodium chloride 0.9% infusio,B cell
rituximab!variable# in 500mll sodium chloride 0.9%,B cell
rituximab(haem/renal)!500mg/50ml iv vial,B cell
rituximab(mabthera),B cell
rituximab(mabthera) 500mg/50ml!infusion,B cell
rituximab(mabthera) mg in n'saline 0.9% 500ml,B cell
rituximab(mabthera)pre-filledsyringe1400mg,B cell
rituximab(patientspecific)variousinfusion,B cell
rituximab(rixathon),B cell
rituximab(rixathon) - gainshare,B cell
rituximab(rixathon)injection100mgin10ml,B cell
rituximab(rixathon)injection500mgin50ml,B cell
rituximab(truxima),B cell
rituximab(truxima) 1000mg-340ml nacl 0.9% bath asu,B cell
rituximab(truxima) 1000mg in 500ml!sod chlor 0.9%  infn,B cell
rituximab(truxima) 1000mg/340ml nacl 0.9% bath asu,B cell
rituximab(truxima) 500mg/50ml!conc for soln for inf.,B cell
rituximab(truxima) 650mg in 500ml saline 0.9% inf (1),B cell
rituximab(truxima) 700mg in 500ml saline 0.9% inf (1),B cell
rituximab(truxima) mg in n'saline 0.9% 500ml,B cell
rituximab(truxima)!100mg in 0.9% nacl!100ml,B cell
rituximab(truxima)!650mg in 500ml saline 0.9% inf (1),B cell
rituximab(truxima)!700mg in 500ml saline 0.9% inf (1),B cell
rituximab(truxima)!800mg in 500ml saline 0.9% inf (1),B cell
rituximab/mabthera,B cell
rituximab/truxima,B cell
rituximab: biosimilar risk share,B cell
rituximab^ (subcutaneous),B cell
rituximab~ 1000mg in 250ml 0.9% nacl bag (truxima)  intravenous infusion,B cell
rituximabadmin tag,B cell
rituximabinsodiumchloride0.9%(rixathon)specialinfu,B cell
rituxmab,B cell
rixathon,B cell
rixathon 100mg/10ml concentrate for solution for infusion vials (sandoz ltd),B cell
rixathon 500mg/50ml concentrate for solution for infusion vials (sandoz ltd),B cell
roactemra  200mg/10ml concentrate for solution for infusion,IL6
roactemra  400mg/20ml concentrate for solution for infusion,IL6
roactemra  80mg/4ml concentrate for solution for infusion,IL6
roactemra (homecare) 162 mg pre-filled pen,IL6
roactemra 162mg/0.9ml solution for injection pre-filled syringes (roche products ltd),IL6
roactemra sc pf-pen 162mg<4>,IL6
roactemra sc pfs 162mg <4>,IL6
roactemra scpfs 162mg <4>,IL6
sarilumab,IL6
sarilumab,IL6
sarilumab (home) 200 mg injection pen,IL6
sarilumab (homecare),IL6
sarilumab (homecare) 150 mg pre-filled pen,IL6
sarilumab (homecare) 200 mg pre-filled pen,IL6
sarilumab (kevzara for homecare therapy),IL6
sarilumab (pas) 200 mg pre-filled pen,IL6
secukinimab,IL17
secukinimab (pre-filled pen) 150 mg injection,IL17
secukinumab,IL17
secukinumab,IL17
secukinumab  (homecare),IL17
secukinumab  150mg/ml  injection (pre-filled pen),IL17
secukinumab  150mg/ml injection solution,IL17
secukinumab $ pen 150mg/ml pen,IL17
secukinumab (),IL17
secukinumab (1 pre-filled pen ,IL17
secukinumab (1 pre-filled pen hom),IL17
secukinumab (cosentyx for homecare therapy) senosready pen,IL17
secukinumab (cosentyx),IL17
secukinumab (cosentyx) [homecare] (derm) 150 mg prefilled pen,IL17
secukinumab (cosentyx) [homecare] (rheumatology) 150 mg prefilled pen,IL17
secukinumab (cosentyx) [homecare] (rheumatology) 150 mg prefilled syringe,IL17
secukinumab (cosentyx) 150 mg pre-filled injection pen,IL17
secukinumab (cosentyx) 150 mg pre-filled pen,IL17
secukinumab (cosentyx)_(homecare) 150 mg in 1ml pre-filled injection pen,IL17
secukinumab (cosentyx)_(homecare) 150 mg in 1ml pre-filled syringe,IL17
secukinumab (home delivery),IL17
secukinumab (home delivery) 150 mg in 1ml pre-filled pen,IL17
secukinumab (homecare - lpch) sensoready syringe,IL17
secukinumab (homecare),IL17
secukinumab (homecare),IL17
secukinumab (homecare) (pasi) 150 mg pre-filled pen,IL17
secukinumab (homecare) (pen) 150 mg pre-filled pen,IL17
secukinumab (homecare) 150 mg pre-filled pen,IL17
secukinumab (homecare) 150 mg pre-filled syringe,IL17
secukinumab (homecare) sensoready pen,IL17
secukinumab (pas) (homecare),IL17
secukinumab (pen),IL17
secukinumab (pre-filled pen),IL17
secukinumab [cosentyx] (homecare) 150 mg/1ml soln for inject pf disp device,IL17
secukinumab [cosentyx] (homecare) 150 mg/1ml soln for inject pf syringes,IL17
secukinumab [cosentyx] (homecare) 150 mg/1ml soln for injection pf pen,IL17
secukinumab 150 mg/ml pen,IL17
secukinumab 150mg-ml inj (pre-filled pen) (2),IL17
secukinumab 150mg injection  (2 inj)(homecare,IL17
secukinumab 150mg injection! (2 inj)(homecare,IL17
secukinumab 150mg/1ml solution for injection pre-f,IL17
secukinumab 150mg/1ml solution for injection pre-filled disposable devices,IL17
secukinumab 150mg/1ml solution for injection pre-filled disposable devices,IL17
secukinumab 150mg/1ml solution for injection pre-filled syringes,IL17
secukinumab 150mg/ml inj (pre-filled pen) (2),IL17
secukinumab 150mg/ml inj (pre-filled pen) (2),IL17
secukinumab 150mg/ml injection(homecare) (pfp),IL17
secukinumab homecare (pre-filled pen),IL17
secukinumab!150mg/ml!injection (pre-filled pen),IL17
secukinumab!150mg/ml!injection (prefilled pen),IL17
secukinumab!150mg/ml!injection (prefilled syringe),IL17
secukinumab* 150 mg/ml pen,IL17
secukinumab*(home) 150 mg in 1ml subcutaneous injection,IL17
secukinumab_hc,IL17
secukinumabá,IL17
simponi,golimumab
simponi (homecare) 100 mg pre-filled pen,golimumab
simponi 100mg/1ml solution for injection pre-filled pen (merck sharp & dohme ltd),golimumab
simponi 50mg/0.5ml solution for injection pre-filled syringes (merck sharp & dohme ltd) 1 pre-filled disposable injection,golimumab
simponi pen 100mg           1028032,golimumab
simponi pen 100mg           1040655,golimumab
simponi pen 100mg <2>,golimumab
simponi pen 50mg/0.5ml        1008662,golimumab
simponi pen 50mg/0.5ml        1040656,golimumab
simponi pen 50mg/0.5ml <1>,golimumab
simponi pen 50mg/0.5ml <2>,golimumab
simponi pen 50mg/0.5ml <3>,golimumab
simponi50mg/0.5mlsolutionforinjectionpre-filledpen(mercksharp&dohmeltd)1pre-filleddisp,golimumab
skyrizi,IL23
skyrizi,IL23
skyrizi (risankizumab),IL23
skyrizi (risankizumab) (homecare),IL23
stelara,ustekinumab
stelara  45mg/0.5ml injection solution,ustekinumab
stelara (homecare) 45 mg in 0.5ml pre-filled syringe,ustekinumab
stelara (homecare) 90 mg in 1ml pre-filled syringe,ustekinumab
stelara 130mg/26ml concentrate for solution for infusion vials (janssen-cilag ltd) 1 vial,ustekinumab
stelara 90mg/1ml pfs [1],ustekinumab
stelara 90mg/1ml solution for injection pre-filled syringes (janssen-cilag ltd) 1 pre-filled disposable injection,ustekinumab
stelara 90mg/ml injection solution,ustekinumab
stelara pfs 90mg          412063        ,ustekinumab
stelara130mg/26mlconcentrateforsolutionforinfusionvials(janssen-cilagltd)1vial,ustekinumab
stelara45mg/0.5mlsolutionforinjectionpre-filledsyringes(janssen-cilagltd)1pre-filleddispo,ustekinumab
stelera 45mg/0.5ml pfs <1>,ustekinumab
stelera 90mg/1ml pfs <1>,ustekinumab
tildrakizumab,IL23
tildrakizumab (homecare),IL23
tocilizuma,IL6
tocilizumab,IL6
tocilizumab,IL6
tocilizumab,IL6
tocilizumab - nhse,IL6
tocilizumab - roactemra,IL6
tocilizumab - roactemra (homecare),IL6
tocilizumab  162mg/0.9ml  pre-filled pen,IL6
tocilizumab  162mg/0.9ml  pre-filled syringe,IL6
tocilizumab  200mg/10ml concentrate for solution for infusion,IL6
tocilizumab  400mg/20ml concentrate for solution for infusion,IL6
tocilizumab  80mg/4ml concentrate for solution for infusion,IL6
tocilizumab  intravenous infusion,IL6
tocilizumab $,IL6
tocilizumab (home delivery),IL6
tocilizumab (home delivery) (g-s),IL6
tocilizumab (home delivery) 162 mg in 0.9ml pre-filled syringe,IL6
tocilizumab (home) 162 mg in 0.9ml injection,IL6
tocilizumab (homecare),IL6
tocilizumab (homecare),IL6
tocilizumab (homecare) (pfs) 162 mg injection,IL6
tocilizumab (homecare) (vasculitis),IL6
tocilizumab (homecare) (vasculitis/aosd),IL6
tocilizumab (homecare) 162 mg pre-filled pen,IL6
tocilizumab (homecare) 162 mg pre-filled syringe,IL6
tocilizumab (homecare) 162 mg/0.9ml soln for inject pf syringes,IL6
tocilizumab (homecare) pen,IL6
tocilizumab (homecare) pen,IL6
tocilizumab (homecare) syringe,IL6
tocilizumab (p),IL6
tocilizumab (pfs),IL6
tocilizumab (prefilled syringe),IL6
tocilizumab (ro-actemra),IL6
tocilizumab (ro-actemra) [homecare] (rheumatology) 162 mg prefilled syringe,IL6
tocilizumab (roactemra for homecare therapy),IL6
tocilizumab (roactemra),IL6
tocilizumab (roactemra) (chargeable) 200 mg in 10ml injection,IL6
tocilizumab (roactemra) (chargeable) 400 mg in 20ml injection,IL6
tocilizumab (roactemra) (chargeable) 80 mg in 4ml injection,IL6
tocilizumab (roactemra) 162 mg in 0.9ml pre-filled syringe,IL6
tocilizumab (roactemra) 162 mg in 0.9ml pre-filled syringe,IL6
tocilizumab (roactemra) 200 mg in 10ml infusion,IL6
tocilizumab (roactemra) 400 mg in 20ml infusion,IL6
tocilizumab (roactemra) 432mg,IL6
tocilizumab (roactemra) 432mg sodium chloride 0.9% bp,IL6
tocilizumab (roactemra) 478mg,IL6
tocilizumab (roactemra) 478mg sodium chloride 0.9% bp,IL6
tocilizumab (roactemra) 624mg,IL6
tocilizumab (roactemra) 624mg sodium chloride 0.9% bp,IL6
tocilizumab (roactemra) 80 mg in 4ml infusion,IL6
tocilizumab (roactemra) iv inf (vari dose) asu,IL6
tocilizumab (roactemra) iv inf (variable dose) asu,IL6
tocilizumab (roactemra) iv infusion (var dose) asu,IL6
tocilizumab (roactemra) iv infusion (variable dose) asu,IL6
tocilizumab (roactemra)_(homecare) 162 mg in 0.9ml pre-filled injection pen,IL6
tocilizumab (roactemra)_(homecare) 162 mg in 0.9ml pre-filled syringe,IL6
tocilizumab (roacterma),IL6
tocilizumab (vasculitis),IL6
tocilizumab 162 mg pen,IL6
tocilizumab 162 mg pre-filled pens,IL6
tocilizumab 162 mg pre-filled syringe,IL6
tocilizumab 162 mg prefilled pen,IL6
tocilizumab 162 mg prefilled syringe,IL6
tocilizumab 162 mg/0.9ml pre-filled pen,IL6
tocilizumab 162 mg/0.9ml soln for inject pf syringes,IL6
tocilizumab 162mg syringe (via homecare),IL6
tocilizumab 162mg/0.9ml pre-filled syringe,IL6
tocilizumab 162mg/0.9ml pre-filled syringe (1),IL6
tocilizumab 162mg/0.9ml pre-filled syringe (4)(homecare),IL6
tocilizumab 162mg/0.9ml solution for injection pre,IL6
tocilizumab 162mg/0.9ml solution for injection pre-filled syringes,IL6
tocilizumab 162mg/0.9ml solution for injection pre-filled syringes,IL6
tocilizumab 162mg/0.9ml solution for injection pre-filled syringes 4 pre-filled disposable injection,IL6
tocilizumab 20 mg in 1ml injection,IL6
tocilizumab 200 mg in 10ml concentrated iv infusion soln.,IL6
tocilizumab 200 mg in 10ml intravenous infusion,IL6
tocilizumab 200 mg/10ml solution for infusion,IL6
tocilizumab 200 mg/10ml solution for infusion vials,IL6
tocilizumab 200 mg/10ml solution for infusion vials (net of return),IL6
tocilizumab 200mg/10ml concentrate for inf (roacte,IL6
tocilizumab 200mg/10ml concentrate for infusion (1),IL6
tocilizumab 200mg/10ml concentrate for infusion (1)     ,IL6
tocilizumab 200mg/10ml injection,IL6
tocilizumab 200mg/10ml solution for infusion vials,IL6
tocilizumab 200mg/10ml solution for infusion vials,IL6
tocilizumab 201mg to 400mg injection,IL6
tocilizumab 20mgml 200 mg in 10ml intravenous infusion,IL6
tocilizumab 20mgml 400 mg in 20ml intravenous infusion,IL6
tocilizumab 20mgml 80 mg in 4ml intravenous infusion,IL6
tocilizumab 360mg/118ml,IL6
tocilizumab 400 mg in 20ml concentrated iv infusion soln.,IL6
tocilizumab 400 mg in 20ml injection,IL6
tocilizumab 400 mg in 20ml intravenous infusion,IL6
tocilizumab 400 mg in 20ml solution for infusion,IL6
tocilizumab 400 mg injection 1 x 20ml vial pack,IL6
tocilizumab 400mg-20ml conc for infusion (1),IL6
tocilizumab 400mg-20ml concentrate for inf (1),IL6
tocilizumab 400mg-20ml concentrate for infusion (1),IL6
tocilizumab 400mg  -20ml concentrate for infusion (1),IL6
tocilizumab 400mg/20ml conc for infusion (1),IL6
tocilizumab 400mg/20ml concentrate for inf (1),IL6
tocilizumab 400mg/20ml concentrate for inf (roacte,IL6
tocilizumab 400mg/20ml concentrate for infusion (1,IL6
tocilizumab 400mg/20ml concentrate for infusion (1),IL6
tocilizumab 400mg/20ml concentrate for infusion (1),IL6
tocilizumab 400mg/20ml solution for infusion vials,IL6
tocilizumab 400mg/20ml solution for infusion vials,IL6
tocilizumab 400mg/20ml vial (1 vial),IL6
tocilizumab 432mg infusion bag,IL6
tocilizumab 432mg infusion bag (roactemra),IL6
tocilizumab 442mg infusion bag,IL6
tocilizumab 450 mg in 100ml sodium chloride 0.9% infusion,IL6
tocilizumab 478mg infusion bag,IL6
tocilizumab 478mg infusion bag (roactemra),IL6
tocilizumab 550 mg in 100ml sodium chloride 0.9% infusion,IL6
tocilizumab 570 mg/129 ml infu,IL6
tocilizumab 600 mg in 100ml sodium chloride 0.9% infusion,IL6
tocilizumab 601mg to 800mg injection,IL6
tocilizumab 624mg infusion bag,IL6
tocilizumab 624mg infusion bag (roactemra),IL6
tocilizumab 650mg in 100ml sodium chloride 0.9%  intravenous infusion,IL6
tocilizumab 80 mg in 4ml concentrated iv infusion soln.,IL6
tocilizumab 80 mg in 4ml injection,IL6
tocilizumab 80 mg in 4ml intravenous infusion,IL6
tocilizumab 80 mg in 4ml solution for infusion,IL6
tocilizumab 80 mg injection 1 x 4ml vial pack,IL6
tocilizumab 80 mg/4ml solution for infusion,IL6
tocilizumab 80 mg/4ml solution for infusion vials,IL6
tocilizumab 800 mg/140 ml,IL6
tocilizumab 80mg-4ml concentrate for infusion (1),IL6
tocilizumab 80mg  -4ml concentrate for infusion (1),IL6
tocilizumab 80mg/4ml concentrate for inf (roactemr,IL6
tocilizumab 80mg/4ml concentrate for infusion,IL6
tocilizumab 80mg/4ml concentrate for infusion (1),IL6
tocilizumab 80mg/4ml concentrate for infusion (1),IL6
tocilizumab 80mg/4ml injection (1),IL6
tocilizumab 80mg/4ml solution for infusion vials,IL6
tocilizumab 80mg/4ml solution for infusion vials,IL6
tocilizumab 80mg/4ml vial  (1 vial),IL6
tocilizumab homecare,IL6
tocilizumab homecare 162 mg injection 1 pre-filled syringe pack,IL6
tocilizumab in 100ml sodium chloride 0.9% iv infus,IL6
tocilizumab in sodium chloride 0.9%,IL6
tocilizumab in sodium chloride 0.9%,IL6
tocilizumab in sodium chloride 0.9% 280 mg infusion,IL6
tocilizumab in sodium chloride 0.9% 320 mg infusion,IL6
tocilizumab intra-venous infusion 20mg/ml,IL6
tocilizumab pre-filled syringe 162mg in 0.9ml,IL6
tocilizumab prefilled syr (roactemra) 162 mg injec,IL6
tocilizumab sc $ *homecare*,IL6
tocilizumab sc $(homecare),IL6
tocilizumab sc (homecare),IL6
tocilizumab!162mg/0.9ml!pre-filled pen,IL6
tocilizumab!162mg/0.9ml!pre-filled syringe,IL6
tocilizumab!162mg/0.9ml!pre-filled syringe (4)(homecare),IL6
tocilizumab!200mg/10ml!concentrate for infusion,IL6
tocilizumab!200mg/10ml!concentrate for infusion (1),IL6
tocilizumab!200mg/10ml!infusion,IL6
tocilizumab!400mg/20ml!concentrate for infusion,IL6
tocilizumab!400mg/20ml!concentrate for infusion (1),IL6
tocilizumab!400mg/20ml!infusion,IL6
tocilizumab!432mg!infusion bag,IL6
tocilizumab!442mg!infusion bag,IL6
tocilizumab!624mg!infusion bag,IL6
tocilizumab!80mg/4ml!concentrate for infusion,IL6
tocilizumab!80mg/4ml!concentrate for infusion (1),IL6
tocilizumab!80mg/4ml!infusion,IL6
"tocilizumab, concentrate for solution for infusion,200mg/10ml,vial [1 vial(s)]",IL6
"tocilizumab, concentrate for solution for infusion,400mg/20ml,vial [1 vial(s)]",IL6
"tocilizumab, concentrate for solution for infusion,80mg/4ml,vial [1 vial(s)]",IL6
tocilizumab_hc,IL6
tocilizumab650mg in 100ml sodium chloride 0.9%  intravenous infusion,IL6
tofacitinib,JAKi
tofacitinib,JAKi
tofacitinib  10mg tablets,JAKi
tofacitinib  5mg tablets,JAKi
tofacitinib (1 tablet homecare,JAKi
tofacitinib (1 tablet homecare pa),JAKi
tofacitinib (home) 5 mg film coated tablets,JAKi
tofacitinib (homecare - pas - nice ta547),JAKi
tofacitinib (homecare),JAKi
tofacitinib (homecare),JAKi
tofacitinib (homecare) 10 mg tablets,JAKi
tofacitinib (homecare) 10 mg tablets,JAKi
tofacitinib (homecare) 5 mg ta,JAKi
tofacitinib (homecare) 5 mg tablets,JAKi
tofacitinib (homecare) 5 mg tablets,JAKi
tofacitinib (xeljanz),JAKi
tofacitinib (xeljanz) [homecare] (rheumatology) 5 mg tablets,JAKi
tofacitinib (xeljanz) 5 mg tablets,JAKi
tofacitinib 10 mg tablets,JAKi
tofacitinib 10 mg tablets 56 tablet box,JAKi
tofacitinib 10mg tablets,JAKi
tofacitinib 10mg tablets,JAKi
tofacitinib 5 mg tablets,JAKi
tofacitinib 5 mg tablets 56 tablet box,JAKi
tofacitinib 5mg tablets,JAKi
tofacitinib 5mg tablets,JAKi
tofacitinib 5mg tablets (56 tabs) via homecare,JAKi
tofacitinib 5mg tablets (56 tabs)homecare,JAKi
tofacitinib citrate,JAKi
tofacitinib citrate (),JAKi
tofacitinib citrate (homecare),JAKi
